asdf_id,oco2_xco2_yearly.2015.mean,oco2_xco2_yearly.2015.max,oco2_xco2_yearly.2015.min,oco2_xco2_yearly.2017.mean,oco2_xco2_yearly.2017.max,oco2_xco2_yearly.2017.min,oco2_xco2_yearly.2018.mean,oco2_xco2_yearly.2018.max,oco2_xco2_yearly.2018.min,oco2_xco2_yearly.2016.mean,oco2_xco2_yearly.2016.max,oco2_xco2_yearly.2016.min,adm,gbid,Name,Level,adm_int,feature_id,iso,gqid
0,400.609809427,402.867553711,397.181091309,405.922116533,409.27822876,404.566579965,409.634747863,412.402670724,406.300160726,404.366956887,408.329427866,400.588562012,ADM3,SEN_ADM3_1_3_3_0,Kiniéba,ADM3,3,0,SEN,0
1,400.337035263,402.811762029,398.43795166,405.39851027,407.611246745,403.51550293,407.172828521,410.148177761,405.682053276,403.051603743,405.164611817,401.280845642,ADM3,SEN_ADM3_1_3_3_1,Moudéri,ADM3,3,1,SEN,1
2,400.426987294,402.41091919,398.551513672,405.576253997,407.540114339,404.657455445,407.505490344,410.51194458,406.642236837,403.242682708,408.031219482,400.427459717,ADM3,SEN_ADM3_1_3_3_2,Bellé,ADM3,3,2,SEN,2
3,402.087765179,402.630181646,401.313975715,406.184447568,407.055074056,405.700465809,407.421816669,408.127250019,406.661216736,400.023619077,401.917813032,398.187153894,ADM3,SEN_ADM3_1_3_3_3,Lambaye,ADM3,3,3,SEN,3
4,402.224825137,402.88361206,398.612809499,406.722599384,407.055074056,405.885242809,407.616826212,408.553749084,406.661216736,399.729822763,401.917813032,397.724315937,ADM3,SEN_ADM3_1_3_3_4,Ngoye,ADM3,3,4,SEN,4
5,401.71110237,402.306737184,400.990531253,405.673051975,406.085558856,405.44062233,407.415512237,408.202051188,406.688203915,399.85303785,401.733531694,398.040606736,ADM3,SEN_ADM3_1_3_3_5,Baba Garage,ADM3,3,5,SEN,5
6,399.772980453,402.158355713,397.866027832,405.834100833,407.647902197,404.927238255,403.590837943,405.861098252,402.486607361,403.076367471,404.539391128,400.705968221,ADM3,SEN_ADM3_1_3_3_6,Kataba1,ADM3,3,6,SEN,6
7,401.855338131,402.539390564,399.82828349,405.043631994,406.143599446,404.303970337,407.607683949,409.542411342,405.861098252,402.411629977,403.378919338,400.705968221,ADM3,SEN_ADM3_1_3_3_7,Tanghori,ADM3,3,7,SEN,7
8,401.499130085,402.188248226,399.979431152,405.786188158,407.224291028,404.303970337,405.296960389,406.846919765,403.675175985,402.808807614,404.150648102,400.705968221,ADM3,SEN_ADM3_1_3_3_8,Tendouk,ADM3,3,8,SEN,8
9,399.151485245,402.539390564,397.153770164,405.464004916,406.382771003,404.987370645,407.010700487,409.394766308,404.213555441,402.856814071,403.833625793,400.705968221,ADM3,SEN_ADM3_1_3_3_9,Sindian,ADM3,3,9,SEN,9
10,397.297723588,402.268941243,394.166519165,406.269220085,406.614118958,405.0824003,409.60879789,411.383636475,406.243852615,405.680229867,406.256093343,404.129866448,ADM3,SEN_ADM3_1_3_3_10,Mabo,ADM3,3,10,SEN,10
11,395.460490668,401.06570816,394.166519165,406.276927604,406.886117198,405.600425171,409.072048558,410.881382533,406.243852615,405.461020622,405.729562304,404.205863476,ADM3,SEN_ADM3_1_3_3_11,Keur Mboucki,ADM3,3,11,SEN,11
12,398.516820176,402.539390564,395.816513501,405.728002741,406.952067434,405.089360339,409.719964791,410.742512096,408.29415335,403.553857713,404.672362837,402.600989709,ADM3,SEN_ADM3_1_3_3_12,Bona,ADM3,3,12,SEN,12
13,396.544617693,400.851104735,394.823697941,407.405938414,409.831431071,405.735280355,409.499491404,410.742512096,408.279078166,404.883718899,406.160797119,403.703755697,ADM3,SEN_ADM3_1_3_3_13,Bogal,ADM3,3,13,SEN,13
14,399.978120501,402.584229333,396.627838268,407.681947277,409.831431071,405.75108846,409.276336804,410.742512096,404.073712158,404.394977145,405.626924787,403.276794434,ADM3,SEN_ADM3_1_3_3_14,Diaroumé,ADM3,3,14,SEN,14
15,397.917516406,401.283817836,394.412654332,406.187943071,407.442904824,404.927511622,408.417605275,411.63861084,405.760514323,401.79810749,404.882644654,397.188476562,ADM3,SEN_ADM3_1_3_3_15,Ndiaye,ADM3,3,15,SEN,15
16,400.763682814,402.27981858,399.506585257,406.604848033,407.141235351,406.195771353,406.744704934,411.63861084,403.1465271,402.723974073,404.379347149,401.227264404,ADM3,SEN_ADM3_1_3_3_16,Mbane,ADM3,3,16,SEN,16
17,400.535275777,400.535275777,400.535275777,406.035217285,406.035217285,406.035217285,408.988695299,408.988695299,408.988695299,403.262265015,403.262265015,403.262265015,ADM3,SEN_ADM3_1_3_3_17,Ile de Goree,ADM3,3,17,SEN,17
18,400.530318443,401.518992106,399.54164478,406.775802612,407.140289307,406.411315918,409.475612131,409.556938171,409.394286092,404.215563776,404.258495624,404.172631928,ADM3,SEN_ADM3_1_3_3_18,ile de Goree,ADM3,3,18,SEN,18
19,399.644132624,401.518992106,399.178159925,406.867351158,407.218902588,406.035217285,408.886670359,409.394286092,408.814412435,403.719348573,404.258495624,403.262265015,ADM3,SEN_ADM3_1_3_3_19,Almadies,ADM3,3,19,SEN,19
20,401.226505291,401.518992106,399.178159925,406.512223815,407.218902588,406.411315918,409.32183092,409.394286092,408.814412435,404.208889116,404.258495624,403.861484528,ADM3,SEN_ADM3_1_3_3_20,Plateau,ADM3,3,20,SEN,20
21,399.178159925,399.178159925,399.178159925,407.218902588,407.218902588,407.218902588,408.814412435,408.814412435,408.814412435,403.861484528,403.861484528,403.861484528,ADM3,SEN_ADM3_1_3_3_21,Parcelles Assainies,ADM3,3,21,SEN,21
22,399.816781345,401.518992106,399.178159925,406.998578316,407.218902588,406.411315918,408.972612472,409.394286092,408.814412435,403.969796346,404.258495624,403.861484528,ADM3,SEN_ADM3_1_3_3_22,Grand Dakar,ADM3,3,22,SEN,22
