asdf_id,oco2_xco2_yearly.2015.mean,oco2_xco2_yearly.2015.max,oco2_xco2_yearly.2015.min,oco2_xco2_yearly.2017.mean,oco2_xco2_yearly.2017.max,oco2_xco2_yearly.2017.min,oco2_xco2_yearly.2018.mean,oco2_xco2_yearly.2018.max,oco2_xco2_yearly.2018.min,oco2_xco2_yearly.2016.mean,oco2_xco2_yearly.2016.max,oco2_xco2_yearly.2016.min,adm,gbid,Name,Level,adm_int,feature_id,iso,gqid
0,400.242680515,400.283639091,400.20940299,402.402689317,402.555869598,402.27823527,405.585636934,405.728512481,405.469555151,403.084266591,403.429772949,402.803553797,ADM3,KEN_ADM3_1_3_3_0,MAKADARA,ADM3,3,0,KEN,0
1,400.20940299,400.20940299,400.20940299,402.27823527,402.27823527,402.27823527,405.469555151,405.469555151,405.469555151,402.803553797,402.803553797,402.803553797,ADM3,KEN_ADM3_1_3_3_1,KAMUKUNJI,ADM3,3,1,KEN,1
2,400.20940299,400.20940299,400.20940299,402.27823527,402.27823527,402.27823527,405.469555151,405.469555151,405.469555151,402.803553797,402.803553797,402.803553797,ADM3,KEN_ADM3_1_3_3_2,STAREHE,ADM3,3,2,KEN,2
3,400.980956113,402.45785795,398.914494106,402.709677213,403.248438975,402.20958491,405.631522029,405.784938558,405.19128418,403.519904983,404.027832031,402.213097382,ADM3,KEN_ADM3_1_3_3_3,LANGATA,ADM3,3,3,KEN,3
4,401.216258452,401.983875051,400.20940299,402.717835197,402.970804647,402.27823527,405.516500385,405.728512481,405.429308415,403.527829901,404.027832031,402.803553797,ADM3,KEN_ADM3_1_3_3_4,DAGORETTI,ADM3,3,4,KEN,4
5,400.708919294,401.015145967,400.198953603,402.480750063,402.624519959,402.000600942,405.46193463,405.573624914,405.449431783,403.189333569,404.217044407,402.803553797,ADM3,KEN_ADM3_1_3_3_5,WESTLANDS,ADM3,3,5,KEN,5
6,399.813651777,400.20940299,398.597917037,402.026514748,402.27823527,401.585665894,405.489033666,406.203317845,405.437224517,402.794814667,403.717360065,401.698016651,ADM3,KEN_ADM3_1_3_3_6,KASARANI,ADM3,3,6,KEN,6
7,399.118074868,400.283639091,397.545349121,401.969603465,404.91342163,401.585665894,405.873723277,408.875579834,405.410729385,402.256804331,403.429772949,401.145248078,ADM3,KEN_ADM3_1_3_3_7,EMBAKASI,ADM3,3,7,KEN,7
8,397.982342566,398.193505029,397.800847371,404.521678738,404.872616988,404.270344661,405.606923512,407.008260091,404.609564209,401.819684841,402.20358785,401.615859985,ADM3,KEN_ADM3_1_3_3_8,CHANGAMWE,ADM3,3,8,KEN,8
9,398.127547766,398.259036289,397.906080458,404.292067278,404.495238671,403.892966344,406.727302236,407.056017558,406.08875529,401.693171174,402.034729004,401.255087716,ADM3,KEN_ADM3_1_3_3_9,KISAUNI,ADM3,3,9,KEN,9
