asdf_id,oco2_xco2_yearly.2015.mean,oco2_xco2_yearly.2015.max,oco2_xco2_yearly.2015.min,oco2_xco2_yearly.2017.mean,oco2_xco2_yearly.2017.max,oco2_xco2_yearly.2017.min,oco2_xco2_yearly.2018.mean,oco2_xco2_yearly.2018.max,oco2_xco2_yearly.2018.min,oco2_xco2_yearly.2016.mean,oco2_xco2_yearly.2016.max,oco2_xco2_yearly.2016.min,adm,gbid,Name,Level,adm_int,feature_id,iso,gqid
0,399.278725682,399.367575905,399.254013882,403.434048304,404.204189024,402.838532221,404.312971264,404.753770499,404.016292704,401.735938065,402.329135285,400.983484958,ADM2,GHA_ADM2_1_3_3_0,Ahanta West,ADM2,2,0,GHA,0
1,399.149253112,399.267605689,398.821680484,403.330312012,403.789071219,402.974622454,403.93205195,404.221748529,403.679788013,400.625311665,401.37997818,399.952163639,ADM2,GHA_ADM2_1_3_3_1,Shama Ahanta East,ADM2,2,1,GHA,1
2,397.869985215,398.476187001,396.781954108,403.589071942,404.060091018,403.244419643,404.38801137,406.758260091,403.354431152,401.124907951,401.573125867,400.58736591,ADM2,GHA_ADM2_1_3_3_2,Cape Coast,ADM2,2,2,GHA,2
3,398.602733459,398.842547209,397.537480503,403.555762437,403.923969814,403.244419643,403.695646879,405.570554351,403.42678283,400.054255618,401.564068697,399.619720293,ADM2,GHA_ADM2_1_3_3_3,Komenda/Edina Aguafo,ADM2,2,3,GHA,3
4,399.188827998,399.298112439,398.727542623,404.076479981,404.350840251,403.594686236,405.275920577,406.001336154,404.385031602,402.265537518,403.058854942,400.393965149,ADM2,GHA_ADM2_1_3_3_4,Nzema East,ADM2,2,4,GHA,4
5,397.017671152,398.119599406,396.199835205,404.073331906,405.308892822,403.379318237,404.30263928,405.814951578,403.354431152,401.711896804,402.29154598,400.58736591,ADM2,GHA_ADM2_1_3_3_5,Abura/Asebu/Kwamankese,ADM2,2,5,GHA,5
6,398.524958488,399.029157003,397.830416193,403.462762608,403.860982591,402.65497597,405.758015322,406.189660494,405.37802124,400.770076231,403.324127197,397.86340332,ADM2,GHA_ADM2_1_3_3_6,Jomoro,ADM2,2,6,GHA,6
7,397.298368437,398.320309717,396.199835205,404.800593966,405.442807053,403.379318237,406.041792257,409.467936197,404.597290039,401.667048262,402.292048723,401.166590634,ADM2,GHA_ADM2_1_3_3_7,Mfantsiman,ADM2,2,7,GHA,7
8,398.269760323,399.345487261,397.590111739,405.232493445,405.526568665,404.880967346,404.79358732,404.934697565,404.706768108,401.316732654,402.072301082,400.981391794,ADM2,GHA_ADM2_1_3_3_8,Ajumako Enyan,ADM2,2,8,GHA,8
9,399.068894943,400.199144937,397.807720944,404.57345373,405.203768005,403.21907922,405.363608811,409.467936197,404.706768108,402.670694429,404.352695122,401.132041833,ADM2,GHA_ADM2_1_3_3_9,Gomoa,ADM2,2,9,GHA,9
10,399.044441835,399.294789304,398.528310818,403.975823092,404.902319772,403.182351545,404.441345494,405.44205741,403.607436335,400.448586281,401.263822685,399.610663124,ADM2,GHA_ADM2_1_3_3_10,Mpohor Wassa,ADM2,2,10,GHA,10
11,399.285427057,399.315127137,399.14630724,404.282931587,404.760851542,403.2728108,405.116391824,406.002524087,404.172721051,401.37315326,402.110581655,400.580821654,ADM2,GHA_ADM2_1_3_3_11,Wassa West,ADM2,2,11,GHA,11
