asdf_id,oco2_xco2_yearly.2015.mean,oco2_xco2_yearly.2015.max,oco2_xco2_yearly.2015.min,oco2_xco2_yearly.2017.mean,oco2_xco2_yearly.2017.max,oco2_xco2_yearly.2017.min,oco2_xco2_yearly.2018.mean,oco2_xco2_yearly.2018.max,oco2_xco2_yearly.2018.min,oco2_xco2_yearly.2016.mean,oco2_xco2_yearly.2016.max,oco2_xco2_yearly.2016.min,adm,gbid,Name,Level,adm_int,feature_id,iso,ISO_Code,gqid
53,400.529717889,402.220958813,398.494628906,406.115808183,407.020172119,404.264207504,406.242361401,407.632613431,403.85043335,402.920890476,403.62694931,401.43270874,ADM2,UGA_ADM2_1_3_3_53,NAKASEKE,ADM2,2,53,UGA,UG-116,53
54,400.093899879,401.908682687,397.991343907,404.685722795,406.543531436,403.131815108,406.447216363,408.488172326,404.235694886,403.052270872,404.686139275,401.578956604,ADM2,UGA_ADM2_1_3_3_54,NAKASONGOLA,ADM2,2,54,UGA,UG-109,54
55,399.504296379,401.893493652,398.201479398,404.635352373,406.525238037,403.109295654,407.687417599,408.572558368,406.483978271,403.115182662,404.074908917,400.978027344,ADM2,UGA_ADM2_1_3_3_55,NAMUTUMBA,ADM2,2,55,UGA,UG-224,55
56,398.125016738,399.749237061,396.86730957,403.041741047,404.650667419,401.196392484,408.18741564,409.623168945,406.637023926,403.698939382,405.092020671,400.824908447,ADM2,UGA_ADM2_1_3_3_56,NAPAK,ADM2,2,56,UGA,UG-327,56
57,401.855323895,402.812810724,400.964086877,405.833161151,407.005699158,403.958288574,408.494274173,409.194597517,407.86072692,400.703324554,402.535550519,399.968875885,ADM2,UGA_ADM2_1_3_3_57,NEBBI,ADM2,2,57,UGA,UG-310,57
58,399.835774714,400.560314941,398.784583307,403.284033843,405.836791992,400.452239991,407.476171864,408.36869812,406.598383585,401.896054294,403.373669434,401.00885849,ADM2,UGA_ADM2_1_3_3_58,NGORA,ADM2,2,58,UGA,UG-231,58
59,399.703677308,399.867887855,399.313265483,404.825393879,404.928392224,404.708674113,406.630726881,407.380661217,405.938179016,401.246324549,403.592363171,400.627178871,ADM2,UGA_ADM2_1_3_3_59,BUHWEJU,ADM2,2,59,UGA,UG-420,59
60,401.827551069,403.089150565,398.119496665,404.753411578,405.452604352,403.702523368,406.100213,407.933609009,405.23538208,404.017765711,404.687850952,400.481994629,ADM2,UGA_ADM2_1_3_3_60,NTOROKO,ADM2,2,60,UGA,UG-424,60
61,401.236941711,401.643403344,400.951213702,405.691763261,406.857737223,404.52403665,407.997604664,408.420978462,407.700640191,401.097554453,401.513670888,400.602415289,ADM2,UGA_ADM2_1_3_3_61,MARACHA,ADM2,2,61,UGA,UG-320,61
62,398.636197398,400.710113525,396.579237802,403.081229944,405.993682861,402.07924338,408.212211342,409.319488525,404.459976196,403.577193619,404.850387573,401.665618896,ADM2,UGA_ADM2_1_3_3_62,OTUKE,ADM2,2,62,UGA,UG-329,62
63,400.821986554,401.982579652,399.109153493,405.040057279,405.565020752,404.705219746,407.486642877,408.401506043,406.532063294,404.100779449,405.660818917,403.175977434,ADM2,UGA_ADM2_1_3_3_63,OYAM,ADM2,2,63,UGA,UG-321,63
64,399.856970208,404.296020508,397.263970415,406.120676989,407.16178004,402.043716431,407.643613556,410.154422336,405.74105835,405.157356491,408.1456604,400.454071045,ADM2,UGA_ADM2_1_3_3_64,PADER,ADM2,2,64,UGA,UG-312,64
65,399.879491669,399.923839093,399.817781926,404.730302453,404.942672729,404.500793457,407.469930732,408.36302185,406.977582571,401.808753289,403.759124756,400.980072021,ADM2,UGA_ADM2_1_3_3_65,RUBIRIZI,ADM2,2,65,UGA,UG-425,65
66,399.820037282,400.355757395,399.316064199,406.672903041,407.404161726,405.417932254,407.369289723,407.779047371,406.910050455,402.081958286,407.682128906,401.184028626,ADM2,UGA_ADM2_1_3_3_66,SIRONKO,ADM2,2,66,UGA,UG-215,66
67,399.013555722,400.560314941,397.227871235,402.736743065,405.020401001,399.187744141,407.315350732,408.235868566,405.36314053,402.593566336,404.19797039,400.169921875,ADM2,UGA_ADM2_1_3_3_67,SOROTI,ADM2,2,67,UGA,UG-211,67
68,400.853877336,404.048095703,398.663688659,405.445077677,405.716136413,404.78193278,405.333210072,406.432842716,402.710732596,402.806805751,403.596641481,401.029693604,ADM2,UGA_ADM2_1_3_3_68,WAKISO,ADM2,2,68,UGA,UG-113,68
